(age_group(MiddleAdults))(house_owner(N)) --> (buy(3)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(61)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(64)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(65)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(66)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(67)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(69)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(70)), {C=0.001832508704416346, S=0.0009726680284019065}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(74)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(75)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(76)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(77)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(78)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(81)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(90)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(91)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(92)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(93)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(95)), {C=0.002015759574857981, S=0.001069934831242097}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(96)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(100)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(104)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(107)), {C=0.001832508704416346, S=0.0009726680284019065}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(108)), {C=0.0021990104452996153, S=0.0011672016340822876}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(109)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(111)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(113)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(115)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(116)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(118)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(120)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(121)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(123)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(126)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(127)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(128)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(129)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(131)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(132)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(133)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(138)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(140)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(141)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(142)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(143)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(145)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(147)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(149)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(150)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(151)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(156)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(157)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(162)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(163)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(164)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(167)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(170)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(174)), {C=0.001832508704416346, S=0.0009726680284019065}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(175)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(176)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(179)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(180)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(181)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(182)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(183)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(184)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(185)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(189)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(193)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(194)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(199)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(201)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(202)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(203)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(204)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(206)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(212)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(213)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(216)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(217)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(220)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(223)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(226)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(227)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(228)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(234)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(237)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(253)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(256)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(259)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(260)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(261)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(262)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(263)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(264)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(269)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(270)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(271)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(272)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(274)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(283)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(284)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(285)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(287)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(290)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(291)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(292)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(293)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(294)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(295)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(296)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(298)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(299)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(302)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(304)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(308)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(309)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(311)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(313)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(316)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(320)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(322)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(326)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(327)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(329)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(331)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(332)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(333)), {C=0.001832508704416346, S=0.0009726680284019065}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(334)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(335)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(337)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(338)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(340)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(343)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(345)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(346)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(347)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(350)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(351)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(356)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(358)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(359)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(360)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(361)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(362)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(365)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(366)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(368)), {C=0.0021990104452996153, S=0.0011672016340822876}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(369)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(371)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(374)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(375)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(376)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(379)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(380)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(382)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(384)), {C=0.0021990104452996153, S=0.0011672016340822876}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(385)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(386)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(388)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(389)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(390)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(391)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(394)), {C=0.000916254352208173, S=0.00048633401420095323}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(395)), {C=0.0014660069635330768, S=0.0007781344227215252}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(396)), {C=0.001282756093091442, S=0.0006808676198813345}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(400)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(402)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(404)), {C=0.0016492578339747114, S=0.0008754012255617158}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(406)), {C=0.0010995052226498076, S=0.0005836008170411438}
(age_group(MiddleAdults))(house_owner(N)) --> (buy(407)), {C=0.0010995052226498076, S=0.0005836008170411438}
