(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(5)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(850)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(851)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(853)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(855)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(864)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(867)), {C=0.0008238080527237154, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(871)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(873)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(875)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(876)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(879)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(882)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(889)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(891)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(892)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(896)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(897)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(898)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(900)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(901)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(903)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(907)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(909)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(912)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(915)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(916)), {C=0.0008238080527237154, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(917)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(920)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(923)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(926)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(928)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(929)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(933)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(937)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(942)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(946)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(947)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(951)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(953)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(956)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(963)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(964)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(967)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(969)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(972)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(973)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(975)), {C=0.0008238080527237154, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(976)), {C=0.0008238080527237154, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(987)), {C=0.0008238080527237154, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(989)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(992)), {C=0.0008238080527237154, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(993)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(995)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(997)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(998)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(999)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1003)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1006)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1008)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1011)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1012)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1013)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1014)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1015)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1018)), {C=0.0011327360724951087, S=0.001069934831242097}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1023)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1029)), {C=0.0008238080527237154, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1036)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1037)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1050)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1052)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1055)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1063)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1072)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1077)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1079)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1082)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1083)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1086)), {C=0.0008238080527237154, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1088)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1092)), {C=0.0008238080527237154, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1100)), {C=0.0009267840593141798, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1102)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1105)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1116)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1120)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1123)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1126)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1127)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1128)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1129)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1134)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1136)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1138)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1140)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1145)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1160)), {C=0.0008238080527237154, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1161)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1162)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1172)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1173)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1190)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1192)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1194)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1196)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1198)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1200)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1206)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1208)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1211)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1213)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1218)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1219)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1223)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1226)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1235)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1239)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1246)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1259)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1261)), {C=0.0008238080527237154, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1266)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1270)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1275)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1280)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1281)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1282)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1305)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1309)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1312)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1313)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1328)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1329)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1330)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1340)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1341)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1342)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1344)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1347)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1352)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1356)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1358)), {C=0.0008238080527237154, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1362)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1363)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1380)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1388)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1391)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1392)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1393)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1399)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1400)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1403)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1411)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1413)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1415)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1416)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1419)), {C=0.0009267840593141798, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1423)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1426)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1435)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1438)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1440)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1441)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1446)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1447)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1450)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1452)), {C=0.0010297600659046442, S=0.0009726680284019065}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1455)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1458)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1459)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1460)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1461)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1465)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1467)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1473)), {C=0.0009267840593141798, S=0.0008754012255617158}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1474)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1480)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1485)), {C=0.0007208320461332509, S=0.0006808676198813345}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1488)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1491)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1494)), {C=0.0008238080527237154, S=0.0007781344227215252}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1498)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1500)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1502)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1506)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1511)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1520)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1521)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1538)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1546)), {C=0.0005148800329523221, S=0.00048633401420095323}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1550)), {C=0.0006178560395427864, S=0.0005836008170411438}
(gender(Female))(country(USA))(age_group(MiddleAdults))(marital_status(M)) --> (buy(1554)), {C=0.0006178560395427864, S=0.0005836008170411438}
