(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(2)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1375)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1376)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1377)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1378)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1380)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1381)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1383)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1384)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1385)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1386)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1387)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1388)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1389)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1390)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1391)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1392)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1393)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1394)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1395)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1396)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1397)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1398)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1400)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1401)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1402)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1403)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1405)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1406)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1407)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1408)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1409)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1410)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1411)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1413)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1415)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1416)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1417)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1418)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1419)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1420)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1421)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1422)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1423)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1424)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1426)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1427)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1428)), {C=0.0016481252575195713, S=0.0011672016340822876}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1429)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1431)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1432)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1433)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1434)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1437)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1438)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1439)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1440)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1441)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1442)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1443)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1444)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1445)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1446)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1447)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1449)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1451)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1452)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1453)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1455)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1456)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1458)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1459)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1460)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1462)), {C=0.002197500343359429, S=0.0015562688454430504}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1463)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1464)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1465)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1466)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1467)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1468)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1469)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1470)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1471)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1472)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1473)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1474)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1475)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1478)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1479)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1481)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1482)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1483)), {C=0.0017854690289795356, S=0.0012644684369224784}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1485)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1486)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1488)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1489)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1490)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1491)), {C=0.002197500343359429, S=0.0015562688454430504}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1492)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1493)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1494)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1495)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1497)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1498)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1499)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1501)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1502)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1503)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1504)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1505)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1506)), {C=0.0015107814860596072, S=0.001069934831242097}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1507)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1508)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1509)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1510)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1511)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1514)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1516)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1518)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1519)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1520)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1521)), {C=0.0013734377145996428, S=0.0009726680284019065}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1522)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1526)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1528)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1529)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1530)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1531)), {C=0.0010987501716797144, S=0.0007781344227215252}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1534)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1535)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1536)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1537)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1538)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1539)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1540)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1541)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1542)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1543)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1545)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1546)), {C=0.0008240626287597856, S=0.0005836008170411438}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1547)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1548)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1549)), {C=0.0012360939431396785, S=0.0008754012255617158}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1552)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1553)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1555)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1556)), {C=0.0006867188572998214, S=0.00048633401420095323}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1557)), {C=0.0009614064002197499, S=0.0006808676198813345}
(yearly_salary($10K - $30K))(member card(Normal))(house_owner(Y)) --> (buy(1558)), {C=0.0009614064002197499, S=0.0006808676198813345}
