(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1380)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1382)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1383)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1384)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1385)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1386)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1387)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1388)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1389)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1390)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1391)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1392)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1393)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1394)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1396)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1397)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1398)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1399)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1402)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1403)), {C=0.0014104372355430183, S=0.0012644684369224784}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1404)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1405)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1407)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1408)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1409)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1410)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1411)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1412)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1413)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1414)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1415)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1416)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1417)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1418)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1419)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1420)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1421)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1422)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1423)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1425)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1427)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1428)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1429)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1430)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1432)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1433)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1434)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1435)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1436)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1438)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1439)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1441)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1442)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1443)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1445)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1446)), {C=0.0016274275794727134, S=0.0014590020426028597}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1447)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1448)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1449)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1450)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1452)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1453)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1454)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1456)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1457)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1458)), {C=0.0014104372355430183, S=0.0012644684369224784}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1459)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1460)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1461)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1462)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1463)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1464)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1465)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1467)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1468)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1469)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1470)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1471)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1472)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1473)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1475)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1476)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1477)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1478)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1479)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1480)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1482)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1483)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1484)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1485)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1486)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1487)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1490)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1491)), {C=0.0015189324075078657, S=0.001361735239762669}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1492)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1493)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1494)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1495)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1496)), {C=0.0014104372355430183, S=0.0012644684369224784}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1498)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1499)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1500)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1501)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1502)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1503)), {C=0.0018444179234024085, S=0.001653535648283241}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1504)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1505)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1506)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1507)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1508)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1509)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1510)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1511)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1513)), {C=0.0013019420635781707, S=0.0011672016340822876}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1516)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1517)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1518)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1519)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1520)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1521)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1523)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1524)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1526)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1527)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1528)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1530)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1532)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1533)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1534)), {C=0.0011934468916133232, S=0.001069934831242097}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1535)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1536)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1537)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1538)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1539)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1540)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1541)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1544)), {C=0.0007594662037539329, S=0.0006808676198813345}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1546)), {C=0.0008679613757187805, S=0.0007781344227215252}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1547)), {C=0.0010849517196484756, S=0.0009726680284019065}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1548)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1550)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1552)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1553)), {C=0.0005424758598242378, S=0.00048633401420095323}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1554)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1555)), {C=0.000976456547683628, S=0.0008754012255617158}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1556)), {C=0.0006509710317890853, S=0.0005836008170411438}
(gender(Female))(country(USA))(education(Bachelors Degree)) --> (buy(1557)), {C=0.0007594662037539329, S=0.0006808676198813345}
