(house_owner(Y))(marital_status(S)) --> (buy(1)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(1330)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1331)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1332)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1333)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1334)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1335)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1336)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1337)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(1338)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1339)), {C=0.002450707363261669, S=0.002139869662484194}
(house_owner(Y))(marital_status(S)) --> (buy(1340)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(1341)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1342)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1343)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(1344)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1345)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1346)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1347)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1348)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1349)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1350)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1351)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1352)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1353)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1354)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1355)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1356)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1357)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1358)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(1359)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1360)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1361)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1362)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(1363)), {C=0.0025621031525008353, S=0.0022371364653243847}
(house_owner(Y))(marital_status(S)) --> (buy(1364)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1365)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1366)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1367)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1368)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1369)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1370)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1371)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1372)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1373)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1374)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1375)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1376)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1377)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1378)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1379)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1380)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(1381)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1382)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1383)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1384)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1385)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1386)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1387)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1388)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1389)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1390)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1391)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1392)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1393)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1394)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1395)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1396)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1397)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1398)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1399)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(1400)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1401)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1402)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1403)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1404)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1405)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(1406)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1407)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1408)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1409)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1410)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(1411)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1412)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1413)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1414)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1415)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1416)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1417)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1418)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1419)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1420)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(1421)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(1422)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1423)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1424)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1425)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1426)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1427)), {C=0.002339311574022502, S=0.0020426028596440037}
(house_owner(Y))(marital_status(S)) --> (buy(1428)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1429)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1430)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(1431)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1432)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1433)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1434)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1435)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1436)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1437)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1438)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1439)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1440)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1441)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(1442)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1443)), {C=0.0030076863094575025, S=0.0026262036766851473}
(house_owner(Y))(marital_status(S)) --> (buy(1444)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1445)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1446)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1447)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1448)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1449)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1450)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1451)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1452)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1453)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1454)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1455)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1456)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1457)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1458)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1459)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1460)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(1461)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1462)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1463)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(1464)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1465)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(1466)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1467)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1468)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1469)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1470)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1471)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1472)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1473)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1474)), {C=0.0005569789461958338, S=0.00048633401420095323}
(house_owner(Y))(marital_status(S)) --> (buy(1475)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1476)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1477)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1478)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1479)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1480)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1481)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1482)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1483)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1484)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1485)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1486)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1487)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1488)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1489)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(1490)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1491)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1492)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1493)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1494)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1495)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1496)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1497)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1498)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1499)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1500)), {C=0.002450707363261669, S=0.002139869662484194}
(house_owner(Y))(marital_status(S)) --> (buy(1501)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1502)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1503)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(1504)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1505)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1506)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1507)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1508)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1509)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1510)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1511)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1512)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1513)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1514)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1515)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(1516)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1517)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1518)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1519)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1520)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1521)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1522)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(1523)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1524)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1525)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1526)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(1527)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1528)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1529)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1530)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1531)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1532)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(1533)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1534)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(1535)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1536)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1537)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1538)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(1539)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1540)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1541)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(1542)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1543)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1544)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1545)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1546)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1547)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1548)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1549)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1550)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1551)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1552)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1553)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1554)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(1555)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1556)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1557)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1558)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1559)), {C=0.0006683747354350004, S=0.0005836008170411438}
