(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(2)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1333)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1334)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1335)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1336)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1337)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1338)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1339)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1340)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1341)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1342)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1343)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1344)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1346)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1348)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1349)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1351)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1352)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1354)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1355)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1356)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1357)), {C=0.0012714558169103622, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1358)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1359)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1361)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1362)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1363)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1364)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1365)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1366)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1367)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1368)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1369)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1370)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1371)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1372)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1373)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1375)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1376)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1377)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1378)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1379)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1380)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1381)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1382)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1383)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1385)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1387)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1388)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1389)), {C=0.0013774104683195593, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1390)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1391)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1392)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1393)), {C=0.0011655011655011655, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1394)), {C=0.0012714558169103622, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1396)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1397)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1398)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1400)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1401)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1402)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1403)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1404)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1405)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1406)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1408)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1409)), {C=0.0012714558169103622, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1410)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1411)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1413)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1414)), {C=0.0011655011655011655, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1415)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1416)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1419)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1420)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1421)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1422)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1423)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1424)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1425)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1426)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1428)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1429)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1430)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1431)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1432)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1434)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1435)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1436)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1438)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1439)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1441)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1442)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1443)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1444)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1445)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1446)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1447)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1448)), {C=0.0013774104683195593, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1449)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1451)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1452)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1453)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1456)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1457)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1458)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1459)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1460)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1461)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1462)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1464)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1465)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1466)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1467)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1468)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1469)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1470)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1471)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1472)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1474)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1476)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1477)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1479)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1480)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1482)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1483)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1484)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1486)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1487)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1489)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1490)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1492)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1495)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1496)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1498)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1499)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1500)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1503)), {C=0.0011655011655011655, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1504)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1506)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1510)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1513)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1515)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1516)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1517)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1518)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1519)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1520)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1522)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1524)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1525)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1526)), {C=0.0012714558169103622, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1527)), {C=0.001483365119728756, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1528)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1529)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1530)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1531)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1533)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1534)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1535)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1538)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1539)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1542)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1543)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1545)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1546)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1547)), {C=0.000741682559864378, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1550)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1552)), {C=0.0005297732570459843, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1554)), {C=0.0006357279084551811, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1555)), {C=0.0010595465140919686, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1556)), {C=0.000847637211273575, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1557)), {C=0.0009535918626827718, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree)) --> (buy(1558)), {C=0.0010595465140919686, S=0.0009726680284019065}
