(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(4)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(50)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(59)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(61)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(63)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(64)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(66)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(67)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(69)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(70)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(71)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(73)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(75)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(78)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(82)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(85)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(86)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(90)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(93)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(95)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(96)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(98)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(104)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(106)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(107)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(108)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(109)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(110)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(111)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(116)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(117)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(118)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(119)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(120)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(121)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(128)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(129)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(130)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(131)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(133)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(135)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(144)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(146)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(149)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(150)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(152)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(153)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(154)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(155)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(156)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(158)), {C=0.0010346611484738748, S=0.0009726680284019065}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(160)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(161)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(162)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(163)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(167)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(169)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(174)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(177)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(180)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(181)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(185)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(186)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(194)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(195)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(197)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(202)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(203)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(204)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(206)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(212)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(214)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(219)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(221)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(222)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(223)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(226)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(230)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(231)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(232)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(233)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(238)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(242)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(243)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(244)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(250)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(251)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(252)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(254)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(255)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(258)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(261)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(262)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(263)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(265)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(266)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(269)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(270)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(271)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(275)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(278)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(280)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(282)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(284)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(286)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(288)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(289)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(292)), {C=0.0009311950336264874, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(294)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(297)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(299)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(301)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(306)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(307)), {C=0.0011381272633212624, S=0.001069934831242097}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(312)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(313)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(316)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(317)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(318)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(320)), {C=0.0007242628039317124, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(321)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(326)), {C=0.0005173305742369374, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(328)), {C=0.0006207966890843248, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(331)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(334)), {C=0.0008277289187790999, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(house_owner(Y))(marital_status(M)) --> (buy(336)), {C=0.0006207966890843248, S=0.0005836008170411438}
