(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1505)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1506)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1507)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1508)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1510)), {C=0.001032098255753948, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1514)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1517)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1518)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1519)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1520)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1521)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1522)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1526)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1527)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1528)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1530)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1532)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1534)), {C=0.001032098255753948, S=0.0009726680284019065}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1536)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1538)), {C=0.0013417277324801321, S=0.0012644684369224784}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1540)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1541)), {C=0.0006192589534523686, S=0.0005836008170411438}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1544)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1546)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1547)), {C=0.000928888430178553, S=0.0008754012255617158}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1548)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1550)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1552)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1553)), {C=0.0008256786046031583, S=0.0007781344227215252}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1554)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1556)), {C=0.000516049127876974, S=0.00048633401420095323}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1557)), {C=0.0007224687790277634, S=0.0006808676198813345}
(country(USA))(member card(Bronze))(education(Bachelors Degree))(marital_status(S)) --> (buy(1558)), {C=0.000516049127876974, S=0.00048633401420095323}
