(gender(Female))(country(USA)) --> (buy(1)), {C=0.0015851449275362318, S=0.001361735239762669}
(gender(Female))(country(USA)) --> (buy(1438)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(1439)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1440)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1441)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(1442)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1443)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(1444)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1445)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1446)), {C=0.004302536231884058, S=0.0036961385079272444}
(gender(Female))(country(USA)) --> (buy(1447)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1448)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(1449)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1450)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1451)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1452)), {C=0.004755434782608696, S=0.004085205719288007}
(gender(Female))(country(USA)) --> (buy(1453)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1454)), {C=0.004302536231884058, S=0.0036961385079272444}
(gender(Female))(country(USA)) --> (buy(1455)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1456)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1457)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1458)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(1459)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1460)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1461)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1462)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1463)), {C=0.004302536231884058, S=0.0036961385079272444}
(gender(Female))(country(USA)) --> (buy(1464)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1465)), {C=0.004189311594202899, S=0.003598871705087054}
(gender(Female))(country(USA)) --> (buy(1466)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1467)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(1468)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1469)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1470)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1471)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1472)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1473)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(1474)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1475)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1476)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1477)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1478)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1479)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1480)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1481)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1482)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1483)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1484)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1485)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(1486)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(1487)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1488)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1489)), {C=0.001811594202898551, S=0.0015562688454430504}
(gender(Female))(country(USA)) --> (buy(1490)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1491)), {C=0.004642210144927536, S=0.003987938916447816}
(gender(Female))(country(USA)) --> (buy(1492)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1493)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1494)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(1495)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(1496)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(1497)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1498)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(1499)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1500)), {C=0.004528985507246377, S=0.003890672113607626}
(gender(Female))(country(USA)) --> (buy(1501)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1502)), {C=0.004415760869565217, S=0.003793405310767435}
(gender(Female))(country(USA)) --> (buy(1503)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(1504)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(1505)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1506)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1507)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1508)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1509)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1510)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1511)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1512)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1513)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1514)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1515)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1516)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1517)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1518)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1519)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1520)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1521)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1522)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1523)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1524)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1525)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1526)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1527)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1528)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1529)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1530)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1531)), {C=0.001811594202898551, S=0.0015562688454430504}
(gender(Female))(country(USA)) --> (buy(1532)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1533)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1534)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1535)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1536)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1537)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1538)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1539)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1540)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1541)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1542)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1543)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1544)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1545)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1546)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1547)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1548)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1549)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1550)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1551)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1552)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1553)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1554)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1555)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1556)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1557)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1558)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1559)), {C=0.0011322463768115942, S=0.0009726680284019065}
